year,percent_evs
2024,3.20682521483977867400
2023,2.30836750078488985900
2022,1.62924256576381479400
2021,1.21648987762201817600
2020,0.95870915806396934100
2019,0.77837950270457794100
2018,0.57111097963198167100
2017,0.42485420995343888500
