county,percent_evs
Botetourt,100.00000000000000000000
Sevier,100.00000000000000000000
Danville,100.00000000000000000000
Clinton,71.87500000000000000000
Bradley,68.75000000000000000000
Ray,60.00000000000000000000
Rã­O Grande,59.32203389830508474600
Louisa,50.00000000000000000000
Jones,50.00000000000000000000
Powhatan,45.45454545454545454500
